Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Rating,Rating color,Rating text,Votes,Cost Category,Primary Cuisine,Votes Normalized
16512333,Britto's Bar & Restaurant,1,Goa,"Baga Calangute, Bardez, Baga, Goa",Baga,"Baga, Goa",73.74947806,15.56129549,"north indian, continental, chinese, seafood",1400.0,Indian Rupees(Rs.),No,No,No,No,4,4.3,Green,Very Good,2191,high,north indian,0.2000914913083257
16512336,Fat Fish,1,Goa,"Agar Waddo, Calangute Arpora Road, Bardez, Baga, Goa",Baga,"Baga, Goa",73.76363333,15.55656111,"north indian, continental, goan",1000.0,Indian Rupees(Rs.),No,No,No,No,4,4.2,Green,Very Good,856,high,north indian,0.07795059469350411
16519168,Martin's Corner,1,Goa,"Ranvaddo, Salcete, Betalbatim, Goa",Betalbatim,"Betalbatim, Goa",73.91433611,15.30389722,"goan, seafood, chinese, north indian",1600.0,Indian Rupees(Rs.),No,No,No,No,4,4.4,Green,Very Good,1115,high,goan,0.10164684354986277
130021,Infantaria,1,Goa,"5/181, Calangute Baga Junction, Calangute, Goa",Calangute,"Calangute, Goa",73.76043056,15.54659444,"italian, continental, goan",800.0,Indian Rupees(Rs.),No,No,No,No,3,3.7,Yellow,Good,1221,high,italian,0.11134492223238793
130567,Souza Lobo,1,Goa,"Calangute Beach, Calangute, Goa","Calangute Beach, Calangute","Calangute Beach, Calangute, Goa",73.75573611,15.54441944,"north indian, continental, goan",1300.0,Indian Rupees(Rs.),No,No,No,No,4,4.3,Green,Very Good,918,high,north indian,0.08362305580969807
130008,Fisherman's Cove,1,Goa,"Main Candolim Road, Titos Vaddo, Candolim, Goa",Candolim,"Candolim, Goa",73.76817222,15.51683333,"goan, north indian, chinese",700.0,Indian Rupees(Rs.),No,No,No,No,3,3.8,Yellow,Good,601,high,goan,0.054620311070448305
16519267,Calamari,1,Goa,"Dando Beach, Opposite Santana Beach Resort, Candolim, Goa",Candolim,"Candolim, Goa",73.7666682,15.5062047,"goan, seafood, chinese",800.0,Indian Rupees(Rs.),No,No,No,No,3,4.2,Green,Very Good,414,high,goan,0.03751143641354071
130535,The Fisherman's Wharf,1,Goa,"Before The Leela, Mobor, Cavelossim, Goa",Cavelossim,"Cavelossim, Goa",73.95088889,15.15794444,"continental, goan, seafood, north indian",1100.0,Indian Rupees(Rs.),No,No,No,No,4,4.6,Dark Green,Excellent,555,high,continental,0.05041171088746569
130699,LPK Waterfront,1,Goa,"Near Bank Of India, Bhatiwado, Nerul, Goa",Nerul,"Nerul, Goa",73.7834595,15.51315,finger food,1500.0,Indian Rupees(Rs.),No,No,No,No,4,3.7,Yellow,Good,516,high,finger food,0.04684354986276304
16512168,Ritz Classic,1,Goa,"1st Floor, Vagle Vision, 18th June Road, Panaji, Goa",Panaji,"Panaji, Goa",73.82691111,15.49860278,"goan, seafood, north indian",600.0,Indian Rupees(Rs.),No,No,No,No,3,4.5,Dark Green,Excellent,840,medium,goan,0.07648673376029277
130888,The Black Sheep Bistro,1,Goa,"Swami Vivekanand Road, Near ICICI Bank, Panaji, Goa",Panaji,"Panaji, Goa",73.825364,15.496162,"seafood, continental, european, german",1500.0,Indian Rupees(Rs.),No,No,No,No,4,4.7,Dark Green,Excellent,681,high,seafood,0.061939615736505034
16519231,Cafe Al Fresco by Cantina Bodega,1,Goa,"Sunaparanta Centre For The Arts, Altinho, Panaji, Goa",Panaji,"Panaji, Goa",73.827423,15.49395,cafe,800.0,Indian Rupees(Rs.),No,No,No,No,3,4.3,Green,Very Good,265,high,cafe,0.023879231473010062
16541849,The Fisherman's Wharf,1,Goa,"D. B. Bandodkar Road, Campal, Panaji, Goa",Panaji,"Panaji, Goa",0.0,0.0,"continental, goan, seafood, north indian",1100.0,Indian Rupees(Rs.),No,No,No,No,4,4.4,Green,Very Good,323,high,continental,0.02918572735590119
18022206,Antares,1,Goa,"Small Vagator Beach, Ozran, Vagator, Goa",Vagator,"Vagator, Goa",0.0,0.0,seafood,2000.0,Indian Rupees(Rs.),No,No,No,No,4,4.2,Green,Very Good,367,high,seafood,0.033211344922232384
18396451,K Lab,1,Gurgaon,"Shop GF-18, ILD Trade Centre, Sector 47, Near Sohna Road, Gurgaon"," ILD Trade Centre Mall, Sohna Road"," ILD Trade Centre Mall, Sohna Road, Gurgaon",77.0393103,28.4248315,"cafe, beverages",350.0,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,16,medium,cafe,0.0010978956999085087
18237941,Pind Balluchi,1,Gurgaon,"112/112-A, 1st Floor, ILD Trade Centre, Near Subhash Chowk, Sohna Road, Gurgaon"," ILD Trade Centre Mall, Sohna Road"," ILD Trade Centre Mall, Sohna Road, Gurgaon",77.0392204,28.4249125,"north indian, mughlai",800.0,Indian Rupees(Rs.),Yes,Yes,No,No,2,2.7,Orange,Average,80,high,north indian,0.0069533394327538885
2787,Punjab Grill,1,Gurgaon,"3rd Floor, Ambience Mall, Gurgaon","Ambience Mall, Gurgaon","Ambience Mall, Gurgaon, Gurgaon",77.0971178,28.5030769,"north indian, mughlai",2000.0,Indian Rupees(Rs.),Yes,Yes,No,No,4,4.3,Green,Very Good,1887,high,north indian,0.17227813357731014
3431,Zambar,1,Gurgaon,"3rd Floor, Ambience Mall, Gurgaon","Ambience Mall, Gurgaon","Ambience Mall, Gurgaon, Gurgaon",77.0971853,28.5026128,"south indian, seafood, kerala",1400.0,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.0,Green,Very Good,802,high,south indian,0.07301006404391583
303699,Cakes & More,1,Gurgaon,"27, Ground Floor, Ansal Plaza Mall, Palam Vihar, Gurgaon","Ansal Plaza Mall, Palam Vihar","Ansal Plaza Mall, Palam Vihar, Gurgaon",77.0420091,28.5114162,bakery,250.0,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,4,low,bakery,0.0
5915,Kwality Wall's Swirl's,1,Gurgaon,"Ground Floor, Ansal Plaza Mall, Palam Vihar, Gurgaon","Ansal Plaza Mall, Palam Vihar","Ansal Plaza Mall, Palam Vihar, Gurgaon",77.0419641,28.5114567,ice cream,200.0,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,5,low,ice cream,9.149130832570906e-05
7076,Yo! Dimsum,1,Gurgaon,"Ground Floor, Ansal Plaza Mall, Palam Vihar, Gurgaon","Ansal Plaza Mall, Palam Vihar","Ansal Plaza Mall, Palam Vihar, Gurgaon",77.0420091,28.5115059,chinese,200.0,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,10,low,chinese,0.0005489478499542544
300439,Red,1,Gurgaon,"5, Sector 52 A, Near Ardee City, Gurgaon",Ardee City,"Ardee City, Gurgaon",77.08785083,28.44070881,"japanese, thai, chinese",1200.0,Indian Rupees(Rs.),No,Yes,No,No,3,3.0,Orange,Average,57,high,japanese,0.00484903934126258
18458334,Rocketchefs,1,Gurgaon,"IOCL Petrol Pump, Ardee City, Gurgaon",Ardee City,"Ardee City, Gurgaon",77.0855313,28.4423933,"pizza, desserts",500.0,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average,4,medium,pizza,0.0
18353710,The Fresh Chicken Store,1,Gurgaon,"C Block Market, Sector 52, Ardee City, Gurgaon",Ardee City,"Ardee City, Gurgaon",77.0757671,28.4418793,"raw meats, fast food",350.0,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4,medium,raw meats,0.0
5904,Club Tokyo - Best Western Skycity Hotel,1,Gurgaon,"Best Western Skycity Hotel, 1 Old Judicial Complex, Sector 15, Gurgaon","Best Western Skycity Hotel, Sector 15, Gurgaon","Best Western Skycity Hotel, Sector 15, Gurgaon, Gurgaon",77.0347151,28.4580879,japanese,1500.0,Indian Rupees(Rs.),Yes,No,No,No,3,2.8,Orange,Average,13,high,japanese,0.0008234217749313815
5876,Lattitude - Skycity Hotel,1,Gurgaon,"Best Western Skycity Hotel, 1, Old Judicial Complex, Sector 15, Gurgaon","Best Western Skycity Hotel, Sector 15, Gurgaon","Best Western Skycity Hotel, Sector 15, Gurgaon, Gurgaon",77.0349627,28.4582412,"north indian, chinese, continental",2500.0,Indian Rupees(Rs.),Yes,No,No,No,4,2.9,Orange,Average,15,high,north indian,0.0010064043915827996
872,Bisque Bakery,1,Gurgaon,"133/134, Central Arcade, DLF Phase 2, Gurgaon","Central Arcade, DLF Phase 2, Gurgaon","Central Arcade, DLF Phase 2, Gurgaon, Gurgaon",77.0857204,28.4807592,"bakery, fast food",500.0,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good,415,medium,bakery,0.03760292772186642
18365849,Behrouz Biryani,1,Gurgaon,"Sector 53, Gurgaon","Central Plaza Mall, Golf Course Road","Central Plaza Mall, Golf Course Road, Gurgaon",77.1006623,28.4434069,biryani,600.0,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,36,medium,biryani,0.00292772186642269
227,Domino's Pizza,1,Gurgaon,"G-4/5, Central Plaza Mall, Golf Course Road, Gurgaon","Central Plaza Mall, Golf Course Road","Central Plaza Mall, Golf Course Road, Gurgaon",77.1010066,28.4428671,"pizza, fast food",700.0,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,104,high,pizza,0.009149130832570906
3446,Giani,1,Gurgaon,"GF-11, Central Plaza Mall, Golf Course Road, Gurgaon","Central Plaza Mall, Golf Course Road","Central Plaza Mall, Golf Course Road, Gurgaon",77.1009167,28.4430378,"ice cream, desserts",400.0,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,70,medium,ice cream,0.006038426349496798
300100,PizzaVito,1,Gurgaon,"Ground Floor, Central Plaza Mall, Golf Course Road, Gurgaon","Central Plaza Mall, Golf Course Road","Central Plaza Mall, Golf Course Road, Gurgaon",77.1007369,28.4431102,"italian, pizza, lebanese",900.0,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.3,Orange,Average,218,high,italian,0.01957913998170174
8597,Shawarma House,1,Gurgaon,"2, Central Plaza Mall, Golf Course Road, Gurgaon","Central Plaza Mall, Golf Course Road","Central Plaza Mall, Golf Course Road, Gurgaon",77.1010965,28.4426964,lebanese,500.0,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,225,medium,lebanese,0.0202195791399817
3449,Subway,1,Gurgaon,"G-6, Central Plaza Mall, Golf Course Road, Gurgaon","Central Plaza Mall, Golf Course Road","Central Plaza Mall, Golf Course Road, Gurgaon",77.1009167,28.4430378,"american, fast food, salad, healthy food",500.0,Indian Rupees(Rs.),No,Yes,No,No,2,2.5,Orange,Average,150,medium,american,0.013357731015553523
303749,Asian Bistro,1,Gurgaon,"F10/F11, Central Plaza Mall, Golf Course Road, Gurgaon","Central Plaza Mall, Golf Course Road","Central Plaza Mall, Golf Course Road, Gurgaon",77.1008268,28.4429395,"chinese, thai, north indian, japanese",1600.0,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.8,Yellow,Good,184,high,chinese,0.01646843549862763
18349898,BBQ Factory,1,Gurgaon,"Ground Floor 1, Central Plaza Mall, Golf Course Road, Gurgaon","Central Plaza Mall, Golf Course Road","Central Plaza Mall, Golf Course Road, Gurgaon",77.1009883,28.442717,north indian,1400.0,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.9,Yellow,Good,146,high,north indian,0.012991765782250687
18349892,Faaso's,1,Gurgaon,"Shop 18, Ground Floor, Central Plaza Mall, Golf Course Road, Gurgaon","Central Plaza Mall, Golf Course Road","Central Plaza Mall, Golf Course Road, Gurgaon",77.1005772,28.443403,"north indian, fast food",600.0,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,33,medium,north indian,0.0026532479414455626
18425752,Chaayos,1,Gurgaon,"13 & 28, Central Plaza, Golf Course Road, Gurgaon","Central Plaza Mall, Golf Course Road","Central Plaza Mall, Golf Course Road, Gurgaon",77.1007871,28.4431891,"cafe, tea",400.0,Indian Rupees(Rs.),No,Yes,No,No,1,4.3,Green,Very Good,48,medium,cafe,0.0040256175663311985
7507,Mosaic - Country Inn & Suites,1,Gurgaon,"Country Inn & Suites by Carlson, Sector 29, Gurgaon","Country Inn & Suites by Carlson, Gurgaon","Country Inn & Suites by Carlson, Gurgaon, Gurgaon",77.0676442,28.4619878,"north indian, asian, continental",1500.0,Indian Rupees(Rs.),Yes,No,No,No,3,3.8,Yellow,Good,91,high,north indian,0.007959743824336687
300490,60 ML - Country Inn & Suites by Carlson,1,Gurgaon,"Country Inn & Suites by Carlson, Old Delhi Gurgaon Road, Sector 12, Gurgaon","Country Inn & Suites by Carlson, Sector 12","Country Inn & Suites by Carlson, Sector 12, Gurgaon",77.0376911,28.468336,finger food,1000.0,Indian Rupees(Rs.),Yes,No,No,No,3,3.0,Orange,Average,7,high,finger food,0.0002744739249771272
300488,Mosaic - Country Inn & Suites by Carlson,1,Gurgaon,"Country Inn & Suites by Carlson, Old Delhi Gurgaon Road, Sector 12, Gurgaon","Country Inn & Suites by Carlson, Sector 12","Country Inn & Suites by Carlson, Sector 12, Gurgaon",77.037781,28.4684343,"continental, north indian, chinese",1800.0,Indian Rupees(Rs.),Yes,No,No,No,3,3.5,Yellow,Good,37,high,continental,0.003019213174748399
18306521,Big Shot Bar - Country Inn & Suites,1,Gurgaon,"Country Inn & Suites By Carlson, 406, Phase 3, Udyog Vihar, Gurgaon","Country Inn & Suites By Carlson, Udyog Vihar","Country Inn & Suites By Carlson, Udyog Vihar, Gurgaon",77.0918351,28.5092246,"chinese, italian, north indian",2200.0,Indian Rupees(Rs.),Yes,No,No,No,4,3.5,Yellow,Good,32,high,chinese,0.0025617566331198535
309090,Mosaic - Country Inn & Suites By Carlson,1,Gurgaon,"Country Inn & Suites By Carlson, 10th KM Stone, Bhondsi, Sohna Road, Gurgaon","Country Inn & Suites, Sohna Road","Country Inn & Suites, Sohna Road, Gurgaon",77.0684986,28.3349418,"north indian, chinese, italian, continental",1300.0,Indian Rupees(Rs.),Yes,No,No,No,3,3.4,Orange,Average,19,high,north indian,0.0013723696248856359
18441709,Downtown Kitchen & Bar - Courtyard by Marriott,1,Gurgaon,"Courtyard by Marriott, Plot 27 B, Sushant Lok 1, Sushant Lok, Gurgaon","Courtyard by Marriott, Sushant Lok","Courtyard by Marriott, Sushant Lok, Gurgaon",77.080367,28.460925,"chinese, north indian, italian",2700.0,Indian Rupees(Rs.),No,No,No,No,4,3.2,Orange,Average,6,high,chinese,0.00018298261665141812
304832,Di Ghent Boulangerie,1,Gurgaon,"Shop 212/214, Level 2, Cross Point Mall, DLF Phase 4, Gurgaon","Cross Point Mall, DLF Phase 4","Cross Point Mall, DLF Phase 4, Gurgaon",77.0835375,28.46836827,"cafe, belgian",1700.0,Indian Rupees(Rs.),No,No,No,No,3,3.9,Yellow,Good,231,high,cafe,0.020768526989935955
311297,Khyen Chyen,1,Gurgaon,"G 11, DLF Cross Point Mall, Opposite Galleria Market, DLF Phase 4, Gurgaon","Cross Point Mall, DLF Phase 4","Cross Point Mall, DLF Phase 4, Gurgaon",77.0832475,28.4683741,kashmiri,800.0,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.7,Yellow,Good,364,high,kashmiri,0.03293687099725526
303858,The Pint Room,1,Gurgaon,"1st Floor, Cross Point Mall, DLF Phase 4, Gurgaon","Cross Point Mall, DLF Phase 4","Cross Point Mall, DLF Phase 4, Gurgaon",77.0830226,28.4683973,"finger food, continental, italian",1700.0,Indian Rupees(Rs.),Yes,No,No,No,3,3.7,Yellow,Good,127,high,finger food,0.011253430924062214
302288,Tughlaq,1,Gurgaon,"Shop 217, 2nd Floor, Cross Point Mall, DLF Phase 4, Gurgaon","Cross Point Mall, DLF Phase 4","Cross Point Mall, DLF Phase 4, Gurgaon",77.08390966,28.46844136,"north indian, mughlai, chinese, seafood",1000.0,Indian Rupees(Rs.),No,Yes,No,No,3,3.5,Yellow,Good,351,high,north indian,0.031747483989021046
18233573,Big Wong XL,1,Gurgaon,"116, 117, & 130, 1st Floor, Cross Point Mall, DLF Phase 4, Gurgaon","Cross Point Mall, DLF Phase 4","Cross Point Mall, DLF Phase 4, Gurgaon",77.0834723,28.4681716,"chinese, thai, sushi",1500.0,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.0,Green,Very Good,162,high,chinese,0.01445562671546203
309015,Bunker,1,Gurgaon,"Shop 204-206, Cross Point Mall, DLF Phase 4, Gurgaon","Cross Point Mall, DLF Phase 4","Cross Point Mall, DLF Phase 4, Gurgaon",77.0831126,28.4682267,"continental, north indian, chinese, italian",1300.0,Indian Rupees(Rs.),Yes,No,No,No,3,4.2,Green,Very Good,248,high,continental,0.02232387923147301
18382344,Culture Cafe,1,Gurgaon,"2nd Floor, Cross Point Mall, DLF Phase 4, Gurgaon","Cross Point Mall, DLF Phase 4","Cross Point Mall, DLF Phase 4, Gurgaon",77.0837421,28.4681975,"mediterranean, continental",1500.0,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.2,Green,Very Good,144,high,mediterranean,0.012808783165599268
18254537,Nowhere Terrace Brewpub Cafe,1,Gurgaon,"2nd Floor, Cross Point Mall, Galleria Market DLF Phase 4, Gurgaon","Cross Point Mall, DLF Phase 4","Cross Point Mall, DLF Phase 4, Gurgaon",77.083048,28.468314,"continental, european, asian, north indian, chinese, italian",1600.0,Indian Rupees(Rs.),Yes,No,No,No,3,4.1,Green,Very Good,214,high,continental,0.0192131747483989
4358,Cafe G - Crowne Plaza,1,Gurgaon,"Crowne Plaza, NH-8, Sector 29, Gurgaon","Crowne Plaza, Sector 29","Crowne Plaza, Sector 29, Gurgaon",77.0600891,28.4684326,"north indian, continental, chinese",3500.0,Indian Rupees(Rs.),Yes,No,No,No,4,3.9,Yellow,Good,181,high,north indian,0.016193961573650502
2443,Wildfire - Crowne Plaza,1,Gurgaon,"Crowne Plaza, National Highway 8, Sector 29, Gurgaon","Crowne Plaza, Sector 29","Crowne Plaza, Sector 29, Gurgaon",77.0599093,28.4684152,south american,5000.0,Indian Rupees(Rs.),Yes,No,No,No,4,3.7,Yellow,Good,131,high,south american,0.01161939615736505
270,Isabella,1,Gurgaon,"KG-5 C, Ground Floor, Tower C, Cyber Greens, DLF Cyber City, Gurgaon","Cyber Greens, DLF Cyber City","Cyber Greens, DLF Cyber City, Gurgaon",77.0928243,28.4937229,"north indian, mughlai, chinese",700.0,Indian Rupees(Rs.),No,Yes,No,No,2,2.8,Orange,Average,191,high,north indian,0.017108874656907594
309252,Fatburger,1,Gurgaon,"102, 1st Floor, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0882416,28.4947571,"american, mexican",1000.0,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.3,Orange,Average,793,high,american,0.07218664226898444
18303709,Burma Burma,1,Gurgaon,"Ground Floor, Shop 6, Building 8, Tower C, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0887329,28.4946295,"asian, burmese",1500.0,Indian Rupees(Rs.),Yes,No,No,No,3,4.6,Dark Green,Excellent,563,high,asian,0.051143641354071366
18409224,Pier 38,1,Gurgaon,"Shop 106-107, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0886429,28.4950691,"persian, arabian, lebanese, north indian",1200.0,Indian Rupees(Rs.),No,No,No,No,3,4.6,Dark Green,Excellent,177,high,persian,0.015827996340347667
18277179,Yum Yum Cha,1,Gurgaon,"Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0885987,28.4950762,"chinese, japanese, sushi",1800.0,Indian Rupees(Rs.),No,No,No,No,3,4.5,Dark Green,Excellent,407,high,chinese,0.03687099725526075
308570,Amici Cafe,1,Gurgaon,"Shop 15, Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0889781,28.4955391,"cafe, italian, pizza",1200.0,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.7,Yellow,Good,647,high,cafe,0.05882891125343093
308263,Au Bon Pain,1,Gurgaon,"K-1, Ground Floor, Near Building 8, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.088508,28.494832,"cafe, bakery",600.0,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,503,medium,cafe,0.04565416285452882
306133,California Pizza Kitchen,1,Gurgaon,"11, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0886879,28.4952975,"pizza, italian",2500.0,Indian Rupees(Rs.),Yes,Yes,No,No,4,3.7,Yellow,Good,980,high,pizza,0.08929551692589204
306142,Chai Point,1,Gurgaon,"K-5, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0888677,28.4952251,"tea, fast food",200.0,Indian Rupees(Rs.),No,Yes,No,No,1,3.7,Yellow,Good,544,low,tea,0.04940530649588289
308609,Cherry Comet,1,Gurgaon,"K-5/A, Near Building 8-B Entrance, Cyber hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0888677,28.4953148,"ice cream, desserts",400.0,Indian Rupees(Rs.),No,Yes,No,No,1,3.6,Yellow,Good,455,medium,ice cream,0.04126258005489478
18383453,Circus,1,Gurgaon,"Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0888677,28.495763,"north indian, chinese, italian",1250.0,Indian Rupees(Rs.),Yes,No,No,No,3,3.9,Yellow,Good,230,high,north indian,0.020677035681610247
305478,Dunkin' Donuts,1,Gurgaon,"K-3A, Cyber Hub, Phase 2, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0887329,28.4951674,"burger, desserts, fast food",600.0,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,701,medium,burger,0.06376944190301921
308357,Holy Smoke,1,Gurgaon,"103, 1st Floor, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0883732,28.4947742,"steak, american",1800.0,Indian Rupees(Rs.),Yes,No,No,No,3,3.6,Yellow,Good,313,high,steak,0.0282708142726441
306128,Italiano,1,Gurgaon,"Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.088598,28.4951096,italian,1500.0,Indian Rupees(Rs.),Yes,No,No,No,3,3.6,Yellow,Good,625,high,italian,0.05681610247026533
308020,Krispy Kreme,1,Gurgaon,"K-4/A, Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0886879,28.4952079,"desserts, beverages",350.0,Indian Rupees(Rs.),No,Yes,No,No,1,3.9,Yellow,Good,425,medium,desserts,0.038517840805123514
309883,Not Just Paranthas,1,Gurgaon,"Shop 108, 1st Floor, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.088598,28.4951096,north indian,1100.0,Indian Rupees(Rs.),No,No,No,No,3,3.6,Yellow,Good,734,high,north indian,0.06678865507776761
306132,Oh! Calcutta,1,Gurgaon,"9, Ground Floor, Cyber Hub, Opposite Gateway Towers, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0886879,28.4952079,"bengali, seafood",1700.0,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.8,Yellow,Good,706,high,bengali,0.06422689844464775
306956,Olive Bistro,1,Gurgaon,"Shop 101, 1st Floor, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0878786,28.4945922,"mediterranean, italian, european",2000.0,Indian Rupees(Rs.),Yes,No,No,No,4,3.9,Yellow,Good,1490,high,mediterranean,0.13595608417200367
305862,Pita Pit,1,Gurgaon,"K3-B, Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0886429,28.4950691,"healthy food, salad",600.0,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good,870,medium,healthy food,0.07923147301006404
307309,Raasta,1,Gurgaon,"2nd Floor, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0883732,28.4953121,"continental, italian",2000.0,Indian Rupees(Rs.),Yes,Yes,No,No,4,3.8,Yellow,Good,1065,high,continental,0.09707227813357731
306131,Red Mango,1,Gurgaon,"K-4B, Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0886879,28.4952079,"cafe, desserts",700.0,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,365,high,cafe,0.03302836230558097
306127,Rred Hot Asian Bistro,1,Gurgaon,"110, 1st Floor, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0886879,28.4953871,"chinese, japanese, thai, asian",1400.0,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.5,Yellow,Good,384,high,chinese,0.03476669716376944
313149,Smaaash,1,Gurgaon,"Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0889127,28.4950054,"north indian, thai, continental",1400.0,Indian Rupees(Rs.),No,No,No,No,3,3.9,Yellow,Good,622,high,north indian,0.0565416285452882
306001,Starbucks,1,Gurgaon,"Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0891982,28.4956457,cafe,700.0,Indian Rupees(Rs.),No,No,No,No,2,3.9,Yellow,Good,560,high,cafe,0.05086916742909424
308016,Sutra Gastropub,1,Gurgaon,"201-202, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0883282,28.4948147,"mediterranean, european, american, north indian",2300.0,Indian Rupees(Rs.),No,No,No,No,4,3.8,Yellow,Good,1046,high,mediterranean,0.09533394327538884
18336509,Taco Bell,1,Gurgaon,"Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0883113,28.4942639,"mexican, fast food",550.0,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,176,medium,mexican,0.01573650503202196
18336176,The People & Co.,1,Gurgaon,"Ground Floor, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0887778,28.4949476,"continental, italian",1700.0,Indian Rupees(Rs.),Yes,No,No,No,3,3.7,Yellow,Good,173,high,continental,0.01546203110704483
